Author,Book Title,Chapter,Sentence
Tia_Louise,Boss of Me,14,"I was an only child, my dad worked all the time, and my mom died when I was ten.” Her brow furrows, and she does a little frown."
Meghan_Quinn,A Long Time Coming,19,"“The problem is, everything still feels weird."
LT_Swan,The Stopover,22,"Shit, what do I do?"
LJ_Shen,The Monster,22,"Two bullets, and not one pierced my heart,” I tsked , shaking my head."
Max_Monroe,Scoring the Billionaire,29,"“Are you trying to tell me I don’t always look good?” “Well…I’ve seen you at three a.m., half asleep and busting ass out of the call room…” “Whatever,” I scoffed."
Diane_Alberts,An Accidental Date with a Billionaire,19,"He caught her hand, refusing to let go this time."
LJ_Shen,The Monster,2,He’d killed a man.
GT_Geissinger,Melt for You,7,I’d still like to push you into traffic.
LT_Swan,The Stopover,26,"We won’t be able to work it out if we’re not together.” “I know,” I whisper."
Stella_Rhys,Bad Boss,25,I took a moment to sort through my fractured jumble of thoughts.
Ann_Cole,Love Has a Name,10,"Of course, it bounced off and landed at his feet."
KA_Linde,The Wright Mistake,23,"Patrick and I had thrown out all the ones in my office weeks ago, so I wouldn’t be tempted."
Annika_Martin,Most Eligible Billionaire,7,No.” Her gaze intensifies.
L_Steele,The Billionaire's Secret,2,"She glances at me, ""What if I do?"""
Meghan_Quinn,A Long Time Coming,10,do you know everything about me?” I ask.
GT_Geissinger,Melt for You,18,I’ve got the news on.” “So it’s not Cameron McGregor?” The hope in her voice makes me want to vomit.
LT_Swan,The Takeover,43,. .
KA_Linde,The Wright Brother,16,All thoughts of letting her leave for her own good disappeared.
Tia_Louise,Boss of Me,15,Possibly more.
Sandi_Lynn,Jamieson Finn,50,"Suddenly,
we heard one of the cashiers up front in a panic."
Stella_Rhys,Sweet Spot,9,Ritchie and I both went to the same college but then Gail started hurting herself around the house.” She caught the alarm on my face.
Pippa_Grant,The Last Eligible Billionaire,10,“Were you close to your cousin?” she whispers.
LT_Swan,The Casanova,22,"When I got my first job, he picked me up with a Cornetto ice cream.” “I haven’t had one of those ice creams in years,” I say."
Annika_Martin,Breaking the Billionaire's Rules,1,You guys inspire me and lift me in a ways you can never know.
Sandi_Lynn,Chase Calloway,6,That too.
Ann_Cole,Love Has a Name,32,“He shouldn’t have come threatening me.
Max_Monroe,Tapping The Billionaire,29,“I know you!
GT_Geissinger,Burn for You,41,"We ate breakfast in a sun-filled room Jackson called the “solar,” serenaded by songbirds flitting in dozens of large cages hung at various heights around the room."
Ann_Cole,Love Has a Name,20,"“Can you make more of these, babe?"
L_Steele,The Billionaire's Secret,25,"""What do you think?"""
Stella_Rhys,Dirty Deeds,19,It let me look into her big eyes as I grabbed handfuls of her ass and watched her sink her pussy slowly down the length of my shaft.
Meghan_Quinn,A Long Time Coming,10,.
Sara_Cate,Praise,37,"I had other plans when walking in here, mostly involving driving her home, getting her as far away from this place and all of the sins that could find her, but right now, with her in arm’s reach, I’m powerless."
GT_Geissinger,Ache for You,19,It’s Monday.” “I will.
Annika_Martin,Most Eligible Billionaire,19,On one outing we tour a nearly finished building that has a zero carbon footprint—it’s heated and cooled through underground circulating water.
Ann_Cole,Love Has a Name,4,"“And Axia, this is my beloved sister-in-law, Sadie.” Before I could stop my reaction, my shoulders relaxed in relief as I covertly blew a steady breath."
L_Steele,The Billionaire's Secret,11,Is he angry?
GT_Geissinger,Burn for You,45,"She put her hand over her chest and said, “I am so, so sorry."
Stella_Rhys,Dirty Deeds,18,Mr. Scott was just… my first time experiencing someone who was interested in me.
KA_Linde,The Wright Boss,28,You going to talk to him?
Tia_Louise,Trouble,5,It’ll benefit her business as well.
Lisa_Kleypas,Blue Eyed Devil,1,"He bent his head, his mouth taking mine in a long, slow dream of a kiss."
LT_Swan,The Casanova,24,"“Do you mean the deal about you not being seen or photographed with me but it’s perfectly fine for you to be seen leaving with another woman, or do you mean your deal of nobody knowing about us and you speaking to me like a piece of crap whenever you feel like it?"
Sarina_Bowen,Pipe Dreams,27,"He still looked surly, but he also looked intrigued."
JS_Scott,The Billionaire’s Obsession _Sam,12,Sam stood and walked around the desk.
Sara_Cate,Praise,32,"“But I don’t need everyone knowing her connection to Beau, so if we could keep that under wraps…” “You got it,” he says, holding up his hands."
Sandi_Lynn,Carter Grayson,31,"I did check with the airline I was flying with to make
sure there wouldn’t be a problem traveling with Nora’s ashes."
Katy_Evans,Mogul,16,“Who am I kidding?
Jennifer_Probst,The Marriage Bargain,11,“Count Michael Conte.
Jessica_Clare,The Wrong Billionaire's Bed,5,Cade was back.
L_Steele,The Billionaire's Secret,19,"Allow him to take his measure of my body, my curves, welcome his heated gaze that flows over my waist, down the cleft between my arsecheeks, around my thighs to the front, where he pauses, his gaze fixed on the triangle between my legs."
Stella_Rhys,Dirty Deeds,27,"We usually see Emmett there with his friends most nights, but not so much the past few weeks,” she said, plucking a pink dress off the rack and squinting as she held it to my front."
GT_Geissinger,Melt for You,24,I moan at how delicious it is.
Jennifer_Probst,The Marriage Arrangement,15,And made his way back to his lonely bed.
Laurelin_Paige,Brutal Secret,7,In the family.
Sarina_Bowen,Hard Hitter,27,"“A gun, babe."
Lisa_Kleypas,Smooth Talking Stranger,14,"When we went in, I was stunned by the grandeur of the place."
Annika_Martin,Breaking the Billionaire's Rules,23,He’d want it for the tone.
KA_Linde,The Wright Brother,12,"Then, he reached out with his free hand and tweaked my nipple."
LT_Swan,The Takeover,15,"“That is enough, Fletcher,” she snaps."
LJ_Shen,The Villain,17,"“The girl—who has a similar set of beliefs and views on the world as you—signed the contract, proving she truly didn’t believe in her soul’s existence.” “Amateur mistake.” I clutched my cigar between my teeth to free my hands, adjusting the necklace on my wife’s neck so the clasp wouldn’t show."
Alexa_Riley,Everything for Her,13,"The gray tie catches a little of the setting sun, and his smile beams at me, dimples and all."
Melanie_Harlow,Irresistible,11,"“Let’s go make our chocolate.” “Frannie, wait.” She looked back at me, her expression blank."
GT_Geissinger,Burn for You,1,"It was five o’clock, an hour before the first reservations, five hours after the meat delivery was supposed to have arrived."
Tia_Louise,Trouble,25,"“I disagree.” “Either way, I’ve got an interview in thirty minutes."
L_Steele,The Billionaire's Christmas Bride,2,"""What did you say?’ ""Th…that you’re scaring him."""
LJ_Shen,The Hunter,23,"Hunter: I’m not a fucking loveseat, Sailor."
KA_Linde,The Wright Brother,25,"And, since I just saw you with his brother and your ex-boyfriend, I could see his concern.” “Whoa!"
Diane_Alberts,The Prince's Bride,7,"You may be in denial, but I see how your body reacts to me.” “You’re welcome to fool yourself into thinking that, if that’s what you’d like.” “Let me in, and I’ll show you just how wrong you are,” he said, his tone low."
Catharina_Maura,The Temporary Wife,59,Why?
Katy_Evans,Mogul,2,Thoughts of money lead to thoughts of my impending rent payment.
Sam_Crescent,Billionaire Beast,8,"“She’s our woman, with her nice tight pussy,” Richard said."
Rose_Shain,Between Commitment and Betrayal,9,It’ll be an all-hands-on-deck situation to deal with his passing.
Tia_Louise,Make Me Yours,15,How much Lillie loves her?
Max_Monroe,Tapping The Billionaire,26,"“You’re gorgeous, friend."
Annika_Martin,Breaking the Billionaire's Rules,9,For…personal purposes.” I snort.
Melanie_Harlow,Tease,23,Coffee?” “Coffee sounds good.
KA_Linde,The Wright Boss,22,"I was glad to have her gone, but I knew we had made a spectacle of the whole ordeal."
LT_Swan,The Takeover,8,"“Well, you do know that one day, we are inevitability going to ."
Jennifer_Probst,The Marriage Bargain,10,That was my decision.” He prepared for pity but her face only reflected a deep empathy that soothed him.
Katy_Evans,Mogul,24,I drink in the image of us—our first photo together.
LT_Swan,The Stopover,31,I force a smile and wave meekly as I feel my anxiety rise like a tidal wave in my stomach.
LJ_Shen,The Hunter,31,"I spin back to Via, and all I see is her back as she slides through her own blood, tripping to the door."
Stella_Rhys,Sweet Spot,22,"If I did, it was only with Tess, on the rare nights that we found ourselves able to reminisce without falling into a depression."
Diane_Alberts,Beauty and the Boss,5,"Something tender, and almost calming, unfolded in his chest."
LJ_Shen,The Hunter,3,"In the video, Stacee let me pull out of her, peel off the condom, and jizz all over her face."
LT_Swan,The Takeover,7,he feels good.
Meghan_Quinn,A Long Time Coming,8,"“I’ll call you,” I say as I pull away and grab the cupcake box."
Jessica_Clare,Stranded with a Billionaire,9,“I like this part.” She took the flowers and slunk out of his grasp.
L_Steele,The Billionaire's Christmas Bride,27,"""It’s Christmas."""
Annika_Martin,The Billionaire's Wake-up-call Girl,30,"“Yes, I do.” Liking it more by the minute."
Leslie_North,The Billionaires Pregnant Fling,14,Want to get hitched?
Louise_Bay,Duke of Manhattan,20,"I couldn’t resist her any longer, and I slid my hands around her back and pulled her against me."
GT_Geissinger,Burn for You,32,"I’m so happy to meet you.” Then, just to shake off the general sense of doom, I went over and gave the man a hug."
Rose_Shain,Between Love and Loathing,19,"The man could have assaulted Clara, and he’d instigated it."
L_Steele,The Billionaire's Christmas Bride,6,"""Thanks."""
Max_Monroe,Scoring the Billionaire,21,Unless you want an early view of your gravesite.
Alexa_Riley,Everything for Her,15,"“Hey, did you grab those files off my desk?” she asks, looking anywhere but at me."
LJ_Shen,The Monster,11,“That’s why you limit yourself to very few patients.
Tia_Louise,Make Me Yours,11,"Are there enough for me?” Her expression melts into a genuine laugh, and I’m a goner."
Lisa_Kleypas,Blue Eyed Devil,3,"""I don't feel like talking to anyone, especially not my nosy, interfering — "" But Hardy was kissing me again, this time bracing his hands on the wall on either side of me as if I were too dangerous to be touched."
Lisa_Kleypas,Sugar Daddy,4,Churchill wore the beginnings of a frown.
Ann_Cole,Mr. Mysterious In Black,4,Mysterious in Black.
L_Steele,The Billionaire's Christmas Bride,18,"I’d lit candles on the side tables, and their light flickers across her delicate shoulder blades."
LT_Swan,The Casanova,36,“Do you have everything?” “Uh-huh.” Elliot wheels my suitcase out of the front door.
Stella_Rhys,Bad Boss,23,"Everything seemed okay.” “Until you quit.” “Yes.” Her eyes were drier, calmer now as they traveled over my face."
Stella_Rhys,Bad Boss,16,"Give yourself a break from that shit, and just enjoy the good things going on right now, like the fact that you got a date set for this trip, the hard part is over, and you may or may not have a girl you’re interested in."
Jessica_Lemmon,The Billionaire Next Door,9,"You look”—she assessed him, and he squirmed in his chair, worried she could read his thoughts—“consumed.” He was consumed."
GT_Geissinger,Burn for You,13,"The Jackson Boudreaux I knew didn’t look like Superman and dress like James Bond and have a crowd of three hundred people on their feet, showering him in adoration."
Ann_Cole,Love Has a Name,28,"Because I only came to find that he had a girlfriend .” Shaking her head, she laughed aloud."
GT_Geissinger,Ache for You,31,Fifty thousand.
Ana_Huang,Twisted Lies,12,Luisa: Christian Harper.
LT_Swan,The Stopover,13,"“You’re my only man,” she whispers up at me."
Tia_Louise,Make Me Yours,7,"“I’ll show you your room.” Reaching down, I slide out the handle on her rolling suitcase and lift her backpack from where she left it at my feet."
Ana_Huang,Twisted Lies,12,"After another moment of deliberation, I replied."
LJ_Shen,The Villain,21,“Find out why he’s here.
Jessica_Clare,Stranded with a Billionaire,12,She hadn’t even corrected him considering that was a quote from a satire of love.
Catharina_Maura,The Temporary Wife,11,Why would she be?
Catharina_Maura,The Unwanted Marriage,22,"I won’t let you down, I promise.” He laughs."
Catharina_Maura,The Unwanted Marriage,35,"“I don’t want her standing so close to you again, and she definitely has no business touching your tie like that.” I nod, my heart pounding wildly."
Ann_Cole,Love Has a Name,19,Interesting.
Lisa_Kleypas,Sugar Daddy,3,"""I'll get it,"" I said immediately, and went into the bathroom."
Max_Monroe,Scoring the Billionaire,17,I just wanted.
