book_id,entropy,effective_topics,hhi,richness_1e3,thematic_mass,rating_tier,other_share,paratext_share,noise_share,unmapped_share,modeled_mass
60797616,5.3499548651007665,210.59879229689057,0.007586564559560485,253,0.667701145149481,middle,0.31317605686550076,0.002236990976965184,0.0010582442723421535,4.2491594800738695e-05,0.667701145149481
60809640,5.449889101054952,232.7323547038556,0.0059361164902868874,269,0.6470494874173319,middle,0.3204452890225622,0.0010575962932948347,0.0004871421980797344,0.00015269216493824983,0.6470494874173319
61229235,5.46141472920619,235.4302589376705,0.005548647287904533,264,0.5929638437860291,middle,0.3270628648433114,0.0011359116844478507,0.00041222846095171814,0.00017433496438406246,0.5929638437860291
61273778,5.4639669937474284,236.0319066950132,0.005440941825792055,267,0.6069147777020178,middle,0.32465390920030435,0.0009401729819934865,0.0004919732782034453,5.3789396803713215e-05,0.6069147777020178
62316382,5.295146453293913,199.36682175635207,0.00827858815795388,255,0.6319658560931677,trash,0.29939280883036123,0.0009058343775516502,0.00029949949716269084,4.358441855844678e-05,0.6319658560931677
62322599,5.3777374129335085,216.5317987138034,0.006685391349250533,248,0.6687211551848583,middle,0.31597146820152444,0.0016233805025828983,0.0010572235470283815,4.1703998998796464e-05,0.6687211551848583
62626163,5.454145213959343,233.72500079044949,0.005796206214378112,267,0.5678924703842195,top,0.3798483107404387,0.0006468861906370744,0.0002990266852259287,0.00012625406512725327,0.5678924703842195
63046139,5.3669787012184464,214.21468245765334,0.00672418029032802,256,0.6342430337918584,top,0.3421337529147399,0.004590455701476324,0.002812939109475167,5.0325727415689834e-05,0.6342430337918584
63095160,5.295821098008308,199.50136890953533,0.008440546675167217,253,0.6570655234419729,middle,0.3001132322193516,0.0008026805738340381,0.0004404514935455735,4.718773747371803e-05,0.6570655234419729
63130875,5.425183824101755,227.05308030784195,0.005952498057242281,264,0.6502066423875541,trash,0.3314574846461368,0.0009060916322077368,0.00028665711590017574,3.4788850226942554e-05,0.6502066423875541
63830782,5.462346499536001,235.64972809923634,0.005547322898806553,262,0.6354985286854509,top,0.3254321942066045,0.000851893526143776,0.00040421751317578714,3.783851978322537e-05,0.6354985286854509
75599070,5.25913858851095,192.3157569222085,0.0075671105923139645,223,0.6750690583808489,trash,0.3105804085187327,0.0014171143167772628,0.001195158707941625,3.307559060053435e-05,0.6750690583808489
104659050,5.361875751828437,213.1243401214051,0.006700449115867636,251,0.6620651296121266,middle,0.31931520166949845,0.0006143770795306305,0.0002675148614757794,3.6651179273218854e-05,0.6620651296121266
123257687,5.423004979993137,226.55890560179517,0.00601733818125668,263,0.6386268041296455,trash,0.3411480222064355,0.0010275106302692616,0.0003909602514372941,0.00014777356058112655,0.6386268041296455
123446478,5.427887874158038,227.66787404433785,0.005902548739340455,254,0.648980725200831,middle,0.32775315542480576,0.000909459685659032,0.0004439837546290407,3.441502122322561e-05,0.648980725200831
127305713,5.4393154300827184,230.28448365860112,0.0058897024987489,268,0.6265746509548348,top,0.3415195208628622,0.0011890546293997876,0.0005204637289458716,0.00026535868673291016,0.6265746509548348
149105520,5.435760072902829,229.46719380579836,0.0057517772938779745,263,0.6573497426718873,trash,0.32610762024141393,0.0011917635559538168,0.0009436905744709105,0.0004565906842379151,0.6573497426718873
201413413,4.982049528711163,145.77284132190235,0.017458878867348655,223,0.7072061341402645,trash,0.27958476042253266,0.000659026669327915,0.0002688016436170947,5.1456145135454704e-05,0.7072061341402645
208153130,5.437402057365753,229.84428487689482,0.006031473841082626,265,0.6552068179699281,top,0.30779361554569173,0.0010906789911321955,0.00044678164713959895,0.0002680491044345844,0.6552068179699281
